roNOG	ENOG41195IB	4	4	A	10116.ENSRNOP00000015152,10020.ENSDORP00000005129,43179.ENSSTOP00000005545,10090.ENSMUSP00000087453
roNOG	ENOG41195I9	18	4	T	43179.ENSSTOP00000020806,10090.ENSMUSP00000073121,43179.ENSSTOP00000015188,43179.ENSSTOP00000016562,10090.ENSMUSP00000052123,10116.ENSRNOP00000047560,10116.ENSRNOP00000042308,10090.ENSMUSP00000072637,10116.ENSRNOP00000039516,10141.ENSCPOP00000020468,43179.ENSSTOP00000018601,10116.ENSRNOP00000023885,10090.ENSMUSP00000086840,10141.ENSCPOP00000017775,10090.ENSMUSP00000074422,43179.ENSSTOP00000017337,10090.ENSMUSP00000086839,43179.ENSSTOP00000018290
roNOG	ENOG41195I7	5	5	G	10116.ENSRNOP00000019625,10020.ENSDORP00000015423,43179.ENSSTOP00000002448,10090.ENSMUSP00000099984,10141.ENSCPOP00000004852
roNOG	ENOG41195I6	3	3	S	10116.ENSRNOP00000032987,10090.ENSMUSP00000069947,43179.ENSSTOP00000018477
roNOG	ENOG41195I1	3	3	T	10090.ENSMUSP00000098752,10141.ENSCPOP00000004038,10116.ENSRNOP00000004003
roNOG	ENOG41195I0	4	4	S	10090.ENSMUSP00000095251,10020.ENSDORP00000013963,10141.ENSCPOP00000015816,10116.ENSRNOP00000020856
roNOG	ENOG41195I3	3	3	DO	10020.ENSDORP00000007498,10141.ENSCPOP00000019488,10090.ENSMUSP00000104867
roNOG	ENOG41195I2	4	4	W	10020.ENSDORP00000008932,10141.ENSCPOP00000018823,10116.ENSRNOP00000010748,10090.ENSMUSP00000032462
roNOG	ENOG4118YNR	5	5	O	10116.ENSRNOP00000021253,43179.ENSSTOP00000011790,10020.ENSDORP00000007328,10090.ENSMUSP00000049975,10141.ENSCPOP00000009375
roNOG	ENOG4119143	5	5	S	43179.ENSSTOP00000021127,10090.ENSMUSP00000067830,10141.ENSCPOP00000009183,10020.ENSDORP00000005441,10116.ENSRNOP00000005903
roNOG	ENOG4118ZFC	2	2	Z	10090.ENSMUSP00000024047,43179.ENSSTOP00000022412
roNOG	ENOG4118Y69	3	3	K	10090.ENSMUSP00000075601,43179.ENSSTOP00000019507,10141.ENSCPOP00000015958
roNOG	ENOG4118Y68	5	5	T	10116.ENSRNOP00000061873,43179.ENSSTOP00000008298,10020.ENSDORP00000001007,10141.ENSCPOP00000012280,10090.ENSMUSP00000018353
roNOG	ENOG4118Y67	5	5	O	10116.ENSRNOP00000016100,10090.ENSMUSP00000108649,43179.ENSSTOP00000023301,10020.ENSDORP00000001831,10141.ENSCPOP00000001684
roNOG	ENOG4118Y66	5	5	W	10141.ENSCPOP00000002469,10020.ENSDORP00000004218,10090.ENSMUSP00000099348,10116.ENSRNOP00000013105,43179.ENSSTOP00000019473
roNOG	ENOG4118Y65	5	5	Z	43179.ENSSTOP00000019662,10090.ENSMUSP00000022057,10020.ENSDORP00000000425,10116.ENSRNOP00000034617,10141.ENSCPOP00000017169
roNOG	ENOG4118Y64	4	4	T	10116.ENSRNOP00000009178,43179.ENSSTOP00000004879,10090.ENSMUSP00000016125,10141.ENSCPOP00000002995
roNOG	ENOG4118Y63	5	5	IT	10020.ENSDORP00000003489,10116.ENSRNOP00000015744,43179.ENSSTOP00000020697,10141.ENSCPOP00000013928,10090.ENSMUSP00000031977
roNOG	ENOG4118Y62	5	5	O	43179.ENSSTOP00000010446,10141.ENSCPOP00000011274,10116.ENSRNOP00000026280,10090.ENSMUSP00000033184,10020.ENSDORP00000000487
roNOG	ENOG4118Y61	5	5	T	10090.ENSMUSP00000033876,10020.ENSDORP00000013556,10116.ENSRNOP00000017776,43179.ENSSTOP00000016056,10141.ENSCPOP00000005619
roNOG	ENOG4118Y60	4	4	K	10141.ENSCPOP00000018017,43179.ENSSTOP00000010596,10090.ENSMUSP00000037699,10020.ENSDORP00000003463
roNOG	ENOG4118Y6X	4	4	C	10116.ENSRNOP00000060017,43179.ENSSTOP00000014949,10141.ENSCPOP00000015336,10090.ENSMUSP00000131943
roNOG	ENOG4118Y6W	7	5	W	10141.ENSCPOP00000010930,10090.ENSMUSP00000060827,10116.ENSRNOP00000004443,10090.ENSMUSP00000000275,10020.ENSDORP00000011930,10141.ENSCPOP00000008621,43179.ENSSTOP00000005274
roNOG	ENOG4118Y6T	7	4	T	10141.ENSCPOP00000002672,10090.ENSMUSP00000080106,10116.ENSRNOP00000043977,10090.ENSMUSP00000071488,10141.ENSCPOP00000009480,43179.ENSSTOP00000009285,10141.ENSCPOP00000006117
roNOG	ENOG4118Y6P	5	5	K	10141.ENSCPOP00000011277,10090.ENSMUSP00000102906,43179.ENSSTOP00000003390,10116.ENSRNOP00000027640,10020.ENSDORP00000015435
roNOG	ENOG4118Y6N	5	5	Z	10090.ENSMUSP00000105536,43179.ENSSTOP00000004853,10116.ENSRNOP00000010690,10141.ENSCPOP00000013070,10020.ENSDORP00000005288
roNOG	ENOG4118Y6K	5	5	I	10020.ENSDORP00000013855,10116.ENSRNOP00000004140,43179.ENSSTOP00000008455,10090.ENSMUSP00000099366,10141.ENSCPOP00000006425
roNOG	ENOG4118Y6I	5	5	P	10141.ENSCPOP00000009309,10116.ENSRNOP00000002819,10020.ENSDORP00000004858,43179.ENSSTOP00000010234,10090.ENSMUSP00000031263
roNOG	ENOG4118Y6G	5	5	I	10141.ENSCPOP00000008100,43179.ENSSTOP00000004598,10090.ENSMUSP00000045910,10116.ENSRNOP00000027630,10020.ENSDORP00000003237
roNOG	ENOG4118Y6F	5	5	W	10090.ENSMUSP00000017590,43179.ENSSTOP00000019361,10020.ENSDORP00000004998,10141.ENSCPOP00000017961,10116.ENSRNOP00000004373
roNOG	ENOG4118Y6E	4	4	U	10141.ENSCPOP00000018205,10116.ENSRNOP00000066344,43179.ENSSTOP00000019914,10090.ENSMUSP00000019726
roNOG	ENOG4118Y6D	5	5	G	10020.ENSDORP00000000082,10090.ENSMUSP00000059801,10116.ENSRNOP00000013374,43179.ENSSTOP00000001736,10141.ENSCPOP00000007508
roNOG	ENOG4118Y6C	4	4	T	10090.ENSMUSP00000072563,10116.ENSRNOP00000028575,10020.ENSDORP00000000214,43179.ENSSTOP00000012345
roNOG	ENOG4118Y6B	2	2	T	43179.ENSSTOP00000008483,10020.ENSDORP00000004205
roNOG	ENOG4118Y6A	4	4	A	10020.ENSDORP00000004445,10141.ENSCPOP00000003036,10090.ENSMUSP00000004507,43179.ENSSTOP00000000419
roNOG	ENOG4119647	2	2	B	43179.ENSSTOP00000017001,10116.ENSRNOP00000022630
roNOG	ENOG4119649	5	3	K	10116.ENSRNOP00000046100,10116.ENSRNOP00000039049,10141.ENSCPOP00000014348,10090.ENSMUSP00000080765,10141.ENSCPOP00000006173
roNOG	ENOG4119648	3	3	U	10090.ENSMUSP00000081985,10116.ENSRNOP00000052950,10141.ENSCPOP00000019652
roNOG	ENOG411964A	4	3	T	10116.ENSRNOP00000027202,10141.ENSCPOP00000000426,10116.ENSRNOP00000067469,10090.ENSMUSP00000077150
roNOG	ENOG411964C	4	4	T	10116.ENSRNOP00000066289,10141.ENSCPOP00000010151,10020.ENSDORP00000008533,10090.ENSMUSP00000033394
roNOG	ENOG411964B	3	3	I	10090.ENSMUSP00000029034,43179.ENSSTOP00000007645,10116.ENSRNOP00000036672
roNOG	ENOG411964G	26	4	T	10090.ENSMUSP00000129804,10090.ENSMUSP00000072580,10090.ENSMUSP00000083406,10090.ENSMUSP00000083409,10116.ENSRNOP00000066621,10116.ENSRNOP00000047401,10090.ENSMUSP00000051510,10116.ENSRNOP00000039681,10090.ENSMUSP00000077186,10116.ENSRNOP00000040996,10090.ENSMUSP00000052997,10020.ENSDORP00000009771,10090.ENSMUSP00000055148,10116.ENSRNOP00000039080,10090.ENSMUSP00000100790,10090.ENSMUSP00000100791,43179.ENSSTOP00000022657,10116.ENSRNOP00000050883,10090.ENSMUSP00000074564,10090.ENSMUSP00000056232,10090.ENSMUSP00000130869,10090.ENSMUSP00000055518,43179.ENSSTOP00000021334,10116.ENSRNOP00000066119,10116.ENSRNOP00000044625,10090.ENSMUSP00000055353
roNOG	ENOG411964R	4	4	L	10141.ENSCPOP00000012198,10090.ENSMUSP00000096271,10020.ENSDORP00000008171,10116.ENSRNOP00000012381
roNOG	ENOG411964V	5	4	S	10020.ENSDORP00000012743,10116.ENSRNOP00000061424,10141.ENSCPOP00000007169,10141.ENSCPOP00000007556,10090.ENSMUSP00000078084
roNOG	ENOG411964X	3	3	S	43179.ENSSTOP00000022738,10116.ENSRNOP00000064575,10090.ENSMUSP00000137002
roNOG	ENOG411964Z	2	2	S	43179.ENSSTOP00000020256,10141.ENSCPOP00000017172
roNOG	ENOG4119058	3	3	T	10141.ENSCPOP00000017383,43179.ENSSTOP00000017047,10090.ENSMUSP00000097724
roNOG	ENOG4119059	4	4	G	10090.ENSMUSP00000025477,43179.ENSSTOP00000010986,10116.ENSRNOP00000024752,10141.ENSCPOP00000015354
roNOG	ENOG4119051	5	5	W	43179.ENSSTOP00000023832,10141.ENSCPOP00000020291,10020.ENSDORP00000014800,10090.ENSMUSP00000006367,10116.ENSRNOP00000027860
roNOG	ENOG4119052	4	4	O	10090.ENSMUSP00000015901,10020.ENSDORP00000006740,43179.ENSSTOP00000012527,10141.ENSCPOP00000013168
roNOG	ENOG4119055	5	5	T	10141.ENSCPOP00000011417,43179.ENSSTOP00000004667,10116.ENSRNOP00000014923,10090.ENSMUSP00000132812,10020.ENSDORP00000000255
roNOG	ENOG411905X	5	5	C	43179.ENSSTOP00000005802,10116.ENSRNOP00000016067,10090.ENSMUSP00000021166,10141.ENSCPOP00000017496,10020.ENSDORP00000009953
roNOG	ENOG411905Y	5	5	T	10116.ENSRNOP00000022439,10090.ENSMUSP00000014927,10020.ENSDORP00000005490,43179.ENSSTOP00000014717,10141.ENSCPOP00000014593
roNOG	ENOG411905Z	5	5	O	43179.ENSSTOP00000003546,10020.ENSDORP00000010848,10090.ENSMUSP00000014614,10141.ENSCPOP00000001627,10116.ENSRNOP00000018591
roNOG	ENOG411905E	5	5	G	10141.ENSCPOP00000011952,10020.ENSDORP00000000962,43179.ENSSTOP00000007958,10090.ENSMUSP00000112052,10116.ENSRNOP00000052446
roNOG	ENOG411905F	5	5	P	43179.ENSSTOP00000011971,10020.ENSDORP00000007837,10141.ENSCPOP00000011583,10090.ENSMUSP00000091925,10116.ENSRNOP00000014267
roNOG	ENOG4118VWD	4	4	U	43179.ENSSTOP00000022753,10090.ENSMUSP00000079883,10020.ENSDORP00000012663,10141.ENSCPOP00000006993
roNOG	ENOG4118SMT	4	4	I	10141.ENSCPOP00000009732,43179.ENSSTOP00000022577,10020.ENSDORP00000012702,10090.ENSMUSP00000048229
roNOG	ENOG4118SMU	5	5	O	10141.ENSCPOP00000018419,43179.ENSSTOP00000014956,10090.ENSMUSP00000031731,10116.ENSRNOP00000001887,10020.ENSDORP00000000799
roNOG	ENOG4118SMV	5	5	P	10020.ENSDORP00000009290,10141.ENSCPOP00000001772,10090.ENSMUSP00000119447,10116.ENSRNOP00000024374,43179.ENSSTOP00000017768
roNOG	ENOG4118SMW	5	5	K	10116.ENSRNOP00000011921,10090.ENSMUSP00000032109,10020.ENSDORP00000015226,43179.ENSSTOP00000000910,10141.ENSCPOP00000011450
roNOG	ENOG4118SMP	4	4	Z	10020.ENSDORP00000010538,43179.ENSSTOP00000012331,10141.ENSCPOP00000014309,10090.ENSMUSP00000035055
roNOG	ENOG4118SMQ	5	5	D	43179.ENSSTOP00000001384,10090.ENSMUSP00000020268,10020.ENSDORP00000004787,10116.ENSRNOP00000059432,10141.ENSCPOP00000003722
roNOG	ENOG4118SMR	5	4	T	10116.ENSRNOP00000064529,43179.ENSSTOP00000016532,10116.ENSRNOP00000067610,10090.ENSMUSP00000092430,10141.ENSCPOP00000020352
roNOG	ENOG4118SMS	2	2	T	10141.ENSCPOP00000013492,43179.ENSSTOP00000018125
roNOG	ENOG4118SMX	5	5	Q	10141.ENSCPOP00000000138,43179.ENSSTOP00000018445,10090.ENSMUSP00000030742,10116.ENSRNOP00000031375,10020.ENSDORP00000002312
roNOG	ENOG4118SMY	5	5	J	10116.ENSRNOP00000015213,43179.ENSSTOP00000007327,10141.ENSCPOP00000006068,10020.ENSDORP00000004694,10090.ENSMUSP00000029663
roNOG	ENOG4118SMZ	6	5	T	10090.ENSMUSP00000095816,10141.ENSCPOP00000013786,10116.ENSRNOP00000066771,10020.ENSDORP00000014867,10090.ENSMUSP00000095823,43179.ENSSTOP00000020364
roNOG	ENOG4118SMD	4	4	O	10090.ENSMUSP00000118729,10020.ENSDORP00000006894,10116.ENSRNOP00000035881,10141.ENSCPOP00000015347
roNOG	ENOG4118SME	5	5	S	10116.ENSRNOP00000026092,10090.ENSMUSP00000036031,43179.ENSSTOP00000012344,10020.ENSDORP00000001859,10141.ENSCPOP00000015051
roNOG	ENOG4118SMF	5	5	U	10090.ENSMUSP00000118415,10020.ENSDORP00000011652,43179.ENSSTOP00000023512,10116.ENSRNOP00000015198,10141.ENSCPOP00000006427
roNOG	ENOG4118SMG	5	5	P	43179.ENSSTOP00000010140,10116.ENSRNOP00000009042,10090.ENSMUSP00000006817,10141.ENSCPOP00000003447,10020.ENSDORP00000013606
roNOG	ENOG4118SMA	4	4	F	10141.ENSCPOP00000019548,43179.ENSSTOP00000008721,10090.ENSMUSP00000036830,10116.ENSRNOP00000025663
roNOG	ENOG4118SMB	5	5	K	10116.ENSRNOP00000024786,43179.ENSSTOP00000020129,10090.ENSMUSP00000028300,10141.ENSCPOP00000014704,10020.ENSDORP00000004693
roNOG	ENOG4118SMC	5	5	U	10116.ENSRNOP00000038428,10090.ENSMUSP00000034756,10141.ENSCPOP00000005768,43179.ENSSTOP00000020166,10020.ENSDORP00000014795
roNOG	ENOG4118SMM	5	5	U	43179.ENSSTOP00000013762,10141.ENSCPOP00000012695,10090.ENSMUSP00000034699,10116.ENSRNOP00000014491,10020.ENSDORP00000014567
roNOG	ENOG4118SMN	4	4	D	10090.ENSMUSP00000024575,43179.ENSSTOP00000004787,10116.ENSRNOP00000017809,10141.ENSCPOP00000004683
roNOG	ENOG4118SMH	5	5	S	10141.ENSCPOP00000016370,10116.ENSRNOP00000020970,43179.ENSSTOP00000016660,10020.ENSDORP00000000303,10090.ENSMUSP00000059107
roNOG	ENOG4118SMI	5	4	O	43179.ENSSTOP00000005119,10116.ENSRNOP00000052539,10116.ENSRNOP00000059463,10090.ENSMUSP00000030884,10141.ENSCPOP00000006160
roNOG	ENOG4118SMJ	5	5	U	10116.ENSRNOP00000035280,43179.ENSSTOP00000017168,10020.ENSDORP00000014848,10141.ENSCPOP00000001899,10090.ENSMUSP00000052922
roNOG	ENOG4118SMK	5	5	D	10090.ENSMUSP00000019220,10141.ENSCPOP00000000950,10116.ENSRNOP00000021976,43179.ENSSTOP00000015349,10020.ENSDORP00000005058
roNOG	ENOG4118SM4	4	4	K	10090.ENSMUSP00000010319,43179.ENSSTOP00000016503,10141.ENSCPOP00000010785,10020.ENSDORP00000007146
roNOG	ENOG4118SM6	4	4	L	10020.ENSDORP00000012758,10141.ENSCPOP00000010779,43179.ENSSTOP00000012850,10090.ENSMUSP00000027251
roNOG	ENOG4118SM7	5	5	W	10141.ENSCPOP00000008062,10116.ENSRNOP00000007947,43179.ENSSTOP00000003487,10090.ENSMUSP00000105976,10020.ENSDORP00000003009
roNOG	ENOG4118SM0	5	5	O	10141.ENSCPOP00000002632,43179.ENSSTOP00000000301,10090.ENSMUSP00000126623,10020.ENSDORP00000015116,10116.ENSRNOP00000025881
roNOG	ENOG4118SM1	5	5	Z	10020.ENSDORP00000000177,10116.ENSRNOP00000012400,43179.ENSSTOP00000007688,10090.ENSMUSP00000044554,10141.ENSCPOP00000008505
roNOG	ENOG4118SM2	5	5	K	10116.ENSRNOP00000053461,10020.ENSDORP00000011061,10090.ENSMUSP00000043792,10141.ENSCPOP00000006597,43179.ENSSTOP00000010035
roNOG	ENOG4118SM3	5	5	C	43179.ENSSTOP00000021687,10090.ENSMUSP00000036772,10116.ENSRNOP00000038374,10141.ENSCPOP00000007644,10020.ENSDORP00000014081
roNOG	ENOG4118SM8	5	5	K	10116.ENSRNOP00000011336,10020.ENSDORP00000008416,43179.ENSSTOP00000011880,10141.ENSCPOP00000011688,10090.ENSMUSP00000030311
roNOG	ENOG4118SM9	5	5	S	10090.ENSMUSP00000014694,10116.ENSRNOP00000015602,10141.ENSCPOP00000002899,10020.ENSDORP00000009227,43179.ENSSTOP00000023140
roNOG	ENOG41192I2	5	5	K	10020.ENSDORP00000008111,10090.ENSMUSP00000113851,10116.ENSRNOP00000025913,43179.ENSSTOP00000003883,10141.ENSCPOP00000014182
roNOG	ENOG41192I3	5	5	K	10090.ENSMUSP00000077577,43179.ENSSTOP00000004627,10141.ENSCPOP00000004736,10116.ENSRNOP00000020431,10020.ENSDORP00000011941
roNOG	ENOG41192I0	4	4	K	10141.ENSCPOP00000020864,43179.ENSSTOP00000016962,10090.ENSMUSP00000070878,10116.ENSRNOP00000024190
roNOG	ENOG41192I6	4	4	T	43179.ENSSTOP00000009478,10116.ENSRNOP00000007621,10090.ENSMUSP00000020608,10141.ENSCPOP00000004648
roNOG	ENOG41192I7	5	5	S	10116.ENSRNOP00000029428,10141.ENSCPOP00000003107,10090.ENSMUSP00000037651,10020.ENSDORP00000010575,43179.ENSSTOP00000001171
roNOG	ENOG41192I4	3	3	U	43179.ENSSTOP00000013189,10141.ENSCPOP00000004166,10090.ENSMUSP00000035823
roNOG	ENOG41192I5	4	4	U	10020.ENSDORP00000010775,10090.ENSMUSP00000026607,10116.ENSRNOP00000000174,43179.ENSSTOP00000022137
roNOG	ENOG41192I8	5	5	L	10116.ENSRNOP00000007246,10141.ENSCPOP00000011376,43179.ENSSTOP00000011635,10090.ENSMUSP00000021097,10020.ENSDORP00000003819
roNOG	ENOG41192I9	5	5	D	10020.ENSDORP00000010967,43179.ENSSTOP00000021508,10116.ENSRNOP00000007698,10141.ENSCPOP00000005239,10090.ENSMUSP00000044034
roNOG	ENOG41192IB	4	4	K	43179.ENSSTOP00000012882,10090.ENSMUSP00000068188,10020.ENSDORP00000014140,10141.ENSCPOP00000002670
roNOG	ENOG41192IC	4	4	U	10090.ENSMUSP00000068178,10116.ENSRNOP00000015034,43179.ENSSTOP00000001687,10141.ENSCPOP00000001428
roNOG	ENOG41192IA	4	4	T	43179.ENSSTOP00000009307,10116.ENSRNOP00000054899,10020.ENSDORP00000002322,10090.ENSMUSP00000126705
roNOG	ENOG41192IF	5	5	U	10020.ENSDORP00000009901,43179.ENSSTOP00000013453,10141.ENSCPOP00000007995,10116.ENSRNOP00000001968,10090.ENSMUSP00000106801
roNOG	ENOG41192IG	4	4	I	10020.ENSDORP00000015795,10090.ENSMUSP00000010807,10116.ENSRNOP00000027834,43179.ENSSTOP00000003032
roNOG	ENOG41192ID	5	5	O	10116.ENSRNOP00000009540,10020.ENSDORP00000003299,10090.ENSMUSP00000028730,10141.ENSCPOP00000006350,43179.ENSSTOP00000012696
roNOG	ENOG41192IE	3	3	M	43179.ENSSTOP00000009053,10090.ENSMUSP00000057040,10020.ENSDORP00000007749
roNOG	ENOG41192IJ	4	4	DO	10090.ENSMUSP00000018989,43179.ENSSTOP00000005543,10141.ENSCPOP00000011807,10020.ENSDORP00000000798
roNOG	ENOG41192IK	4	4	O	10116.ENSRNOP00000009556,10141.ENSCPOP00000001822,10090.ENSMUSP00000021698,43179.ENSSTOP00000008658
roNOG	ENOG41192IH	5	5	Q	10020.ENSDORP00000001910,10090.ENSMUSP00000099770,43179.ENSSTOP00000006693,10141.ENSCPOP00000005355,10116.ENSRNOP00000064279
roNOG	ENOG41192II	4	4	P	43179.ENSSTOP00000006294,10141.ENSCPOP00000011038,10116.ENSRNOP00000012974,10090.ENSMUSP00000030136
roNOG	ENOG41192IN	2	2	S	10141.ENSCPOP00000006154,10020.ENSDORP00000000219
roNOG	ENOG41192IM	3	3	O	10090.ENSMUSP00000136872,10141.ENSCPOP00000009558,43179.ENSSTOP00000023762
roNOG	ENOG41192IR	5	5	U	10090.ENSMUSP00000036093,10116.ENSRNOP00000011105,43179.ENSSTOP00000008779,10141.ENSCPOP00000000680,10020.ENSDORP00000012660
roNOG	ENOG41192IS	4	4	F	10090.ENSMUSP00000068479,10141.ENSCPOP00000004750,43179.ENSSTOP00000017889,10020.ENSDORP00000012534
roNOG	ENOG41192IP	5	5	K	10090.ENSMUSP00000127746,10020.ENSDORP00000014770,43179.ENSSTOP00000017057,10141.ENSCPOP00000010491,10116.ENSRNOP00000026320
roNOG	ENOG41192IQ	5	5	T	10090.ENSMUSP00000031726,10141.ENSCPOP00000015981,10020.ENSDORP00000015536,43179.ENSSTOP00000015043,10116.ENSRNOP00000001911
roNOG	ENOG41192IV	4	4	U	10090.ENSMUSP00000035099,10116.ENSRNOP00000024408,10141.ENSCPOP00000019142,43179.ENSSTOP00000015270
roNOG	ENOG41192IW	4	4	T	10141.ENSCPOP00000009747,10090.ENSMUSP00000111096,10020.ENSDORP00000012401,43179.ENSSTOP00000005325
roNOG	ENOG41192IT	3	3	S	43179.ENSSTOP00000002212,10090.ENSMUSP00000033178,10141.ENSCPOP00000006029
roNOG	ENOG41192IZ	4	4	T	43179.ENSSTOP00000007756,10141.ENSCPOP00000005939,10090.ENSMUSP00000025224,10116.ENSRNOP00000027544
roNOG	ENOG41192IX	4	4	P	43179.ENSSTOP00000017220,10116.ENSRNOP00000001631,10141.ENSCPOP00000014581,10090.ENSMUSP00000101040
roNOG	ENOG41196PY	2	1	O	10116.ENSRNOP00000019346,10116.ENSRNOP00000066130
roNOG	ENOG41196PX	3	3	G	10020.ENSDORP00000008243,10090.ENSMUSP00000066000,43179.ENSSTOP00000001464
roNOG	ENOG41196PZ	3	3	S	10116.ENSRNOP00000016209,10090.ENSMUSP00000022690,10141.ENSCPOP00000002971
roNOG	ENOG41196PU	2	2	TZ	10141.ENSCPOP00000009754,10116.ENSRNOP00000021935
roNOG	ENOG41196PT	3	3	U	10090.ENSMUSP00000025702,10141.ENSCPOP00000006241,10020.ENSDORP00000003973
roNOG	ENOG41196PW	4	4	K	10141.ENSCPOP00000015151,10116.ENSRNOP00000064555,10020.ENSDORP00000013380,10090.ENSMUSP00000002911
roNOG	ENOG41196PV	2	2	K	10116.ENSRNOP00000026754,10141.ENSCPOP00000009870
roNOG	ENOG41196PQ	2	2	L	10141.ENSCPOP00000017541,10116.ENSRNOP00000010856
roNOG	ENOG41196PP	2	2	K	10116.ENSRNOP00000006350,10090.ENSMUSP00000028229
roNOG	ENOG41196PS	2	2	U	10141.ENSCPOP00000000225,10020.ENSDORP00000003308
roNOG	ENOG41196PR	2	2	K	10090.ENSMUSP00000066741,10020.ENSDORP00000002642
roNOG	ENOG41196PI	2	2	T	10141.ENSCPOP00000011538,10020.ENSDORP00000006630
roNOG	ENOG41196PH	3	3	L	10116.ENSRNOP00000011000,10090.ENSMUSP00000025093,10020.ENSDORP00000009549
roNOG	ENOG41196PJ	2	2	T	10020.ENSDORP00000000298,10141.ENSCPOP00000008572
roNOG	ENOG41196PE	2	2	S	10141.ENSCPOP00000013123,43179.ENSSTOP00000014357
roNOG	ENOG41196PD	2	2	S	10116.ENSRNOP00000032088,10090.ENSMUSP00000098946
roNOG	ENOG41196PG	4	4	W	10141.ENSCPOP00000013285,10116.ENSRNOP00000024536,10090.ENSMUSP00000006893,10020.ENSDORP00000006262
roNOG	ENOG41196PF	3	3	S	10141.ENSCPOP00000011611,10116.ENSRNOP00000014436,10090.ENSMUSP00000043844
roNOG	ENOG41196PC	2	2	Z	10090.ENSMUSP00000029347,43179.ENSSTOP00000019551
roNOG	ENOG41196PB	2	2	PT	43179.ENSSTOP00000017446,10141.ENSCPOP00000010787
roNOG	ENOG41196P9	2	2	S	10090.ENSMUSP00000091468,10116.ENSRNOP00000041869
roNOG	ENOG41196P8	2	2	S	10141.ENSCPOP00000012642,43179.ENSSTOP00000018181
roNOG	ENOG41196P5	2	2	S	10116.ENSRNOP00000041933,43179.ENSSTOP00000017078
roNOG	ENOG41196P4	2	2	S	43179.ENSSTOP00000022054,10116.ENSRNOP00000049721
roNOG	ENOG41196P6	2	2	S	10090.ENSMUSP00000132710,10020.ENSDORP00000015095
roNOG	ENOG41196P1	2	2	CG	10141.ENSCPOP00000019542,43179.ENSSTOP00000018941
roNOG	ENOG41194JU	3	2	K	43179.ENSSTOP00000019260,10141.ENSCPOP00000017736,10141.ENSCPOP00000020867
roNOG	ENOG41194JK	9	5	T	43179.ENSSTOP00000005834,10090.ENSMUSP00000093316,10141.ENSCPOP00000015431,10090.ENSMUSP00000052894,10020.ENSDORP00000004228,10090.ENSMUSP00000065799,10116.ENSRNOP00000042428,10141.ENSCPOP00000017732,10116.ENSRNOP00000014841
roNOG	ENOG41194JE	6	5	A	10116.ENSRNOP00000047771,10020.ENSDORP00000001642,10141.ENSCPOP00000017386,10116.ENSRNOP00000038996,10090.ENSMUSP00000085867,43179.ENSSTOP00000011832
roNOG	ENOG41194JD	2	2	S	43179.ENSSTOP00000023274,10116.ENSRNOP00000056267
roNOG	ENOG41194JG	4	4	S	10020.ENSDORP00000000895,10141.ENSCPOP00000011288,43179.ENSSTOP00000011294,10090.ENSMUSP00000099396
roNOG	ENOG4118VK8	5	5	K	10020.ENSDORP00000005519,10090.ENSMUSP00000007559,10116.ENSRNOP00000011666,10141.ENSCPOP00000014857,43179.ENSSTOP00000001215
